listing_name,city,locality,property_type,bhk,carpet_area_sqft,price_inr,price_per_sqft_calc,baths,has_balcony
"A1 Birla chatterpur ,Chhattarpur Extension, Chhattarpur,New Delhi",Delhi NCR,Chhattarpur,Apartment,2.0,900,3500000.0,3888.8888888888887,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1853,21000000.0,11332.973556395034,3,1
"Adarsh Nagar, Bindapur,New Delhi",Delhi NCR,Bindapur,Independent House,4.0,900,8000000.0,8888.888888888889,3,1
"Mangalpuri I, Palam,New Delhi",Delhi NCR,Palam,Apartment,3.0,720,5200000.0,7222.222222222223,2,0
"Mangalpuri I, Palam,New Delhi",Delhi NCR,Palam,Apartment,3.0,720,5200000.0,7222.222222222223,2,0
Jai Shri Balaji New Manglapuri,Delhi NCR,Sultanpur,Apartment,3.0,4420,9000000.0,2036.1990950226245,5,1
DDA Janta Flats,Delhi NCR,Sector 17 Rohini,Apartment,1.0,300,2400000.0,8000.0,1,1
"Mangalpuri I, Palam,New Delhi",Delhi NCR,Palam,Apartment,3.0,720,5200000.0,7222.222222222223,2,0
"A 108,Bagdola, Sector 8 Dwarka,New Delhi",Delhi NCR,Sector 8 Dwarka,Apartment,2.0,648,8500000.0,13117.283950617284,2,1
"West Sant Nagar, Burari,New Delhi",Delhi NCR,Burari,Apartment,2.0,630,2400000.0,3809.5238095238096,2,1
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1700,21500000.0,12647.058823529413,3,1
"Mata chowk,Rajpur Khurd Village, Chhattarpur,New Delhi",Delhi NCR,Chhattarpur,Apartment,2.0,650,3200000.0,4923.076923076923,2,1
"Block AG1,AK Market, Vikaspuri,New Delhi",Delhi NCR,Vikaspuri,Apartment,3.0,1100,8500000.0,7727.272727272727,3,1
CGHS Gayatri Apartments,Delhi NCR,Sector 9 Rohini,Apartment,3.0,2000,13500000.0,6750.0,5,1
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2100,25000000.0,11904.761904761905,4,1
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",Delhi NCR,Sector 12 Dwarka,Apartment,5.0,3500,42500000.0,12142.857142857143,1,1
"Vijay Vihar Phase II, Sector 4 Rohini,New Delhi",Delhi NCR,Sector 4 Rohini,Apartment,2.0,650,9000000.0,13846.153846153846,2,0
DDA Flats Mayur Vihar Phase 1,Delhi NCR,Mayur Vihar Phase 1,Apartment,2.0,968,11100000.000000002,11466.942148760332,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1850,21500000.0,11621.621621621622,3,1
Savarkar Apartments,Delhi NCR,Patparganj,Apartment,2.0,750,11000000.0,14666.666666666666,2,0
"Sector 7B, Sector 7 Rohini,New Delhi",Delhi NCR,Sector 7 Rohini,Independent House,3.0,600,8500000.0,14166.666666666666,2,0
"Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,1.0,1000,1700000.0,1700.0,3,1
"Gupta Properties,Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Apartment,2.0,540,1750000.0,3240.740740740741,2,1
New Balaji Apartment,Delhi NCR,Chandra Park,Apartment,2.0,720,4500000.0,6250.0,2,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2150,25000000.0,11627.906976744185,4,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1850,21500000.0,11621.621621621622,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2100,31500000.0,15000.0,4,1
"Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,3.0,1100,4500000.0,4090.909090909091,3,1
The Gambhir s Residency,Delhi NCR,Dwarka Mor,Apartment,2.0,670,4500000.0,6716.417910447762,2,1
"Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,3.0,1100,4300000.0,3909.090909090909,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2100,31500000.0,15000.0,4,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2650,31000000.0,11698.11320754717,4,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,2.0,1420,14000000.0,9859.154929577464,3,1
"DDA housing scheme ,Palam Extension, Sector 7 Dwarka,New Delhi",Delhi NCR,Sector 7 Dwarka,Apartment,2.0,1100,8500000.0,7727.272727272727,3,1
Mangal Apartment,Delhi NCR,Dallupura,Apartment,2.0,1000,8500000.0,8500.0,3,0
City Apartment,Delhi NCR,Dallupura,Apartment,2.0,1250,12000000.0,9600.0,3,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,5.0,3500,50000000.0,14285.714285714286,3,1
"Rwa santosh park ,Uttam nagar west, Bindapur,New Delhi",Delhi NCR,Bindapur,Apartment,2.0,455,2100000.0,4615.384615384615,2,1
Suvidha Apartment,Delhi NCR,Sector 13 Rohini,Apartment,3.0,1350,24000000.0,17777.777777777777,3,0
"Aadi Apartment,Mahavir Vihar, Sector 1 Dwarka,New Delhi",Delhi NCR,Sector 1 Dwarka,Apartment,2.0,753,9500000.0,12616.201859229748,2,1
"Mahavir Enclave Part 1, Mahavir Enclave,New Delhi",Delhi NCR,Mahavir Enclave,Apartment,2.0,900,8500000.0,9444.444444444445,3,1
CGHS Agroha Kunj Apartments,Delhi NCR,Sector 13 Rohini,Apartment,2.0,1300,15000000.0,11538.461538461539,3,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2750,31000000.0,11272.727272727272,4,1
"Sewak Park, New Delhi",Delhi NCR,Sewak Park,Apartment,2.0,900,3500000.0,3888.8888888888887,3,0
Shalimar Apartment BW Block,Delhi NCR,Shalimar Bagh,Apartment,3.0,1350,32000000.0,23703.703703703704,3,1
Metro View Apartment,Delhi NCR,Sector 13 Dwarka,Apartment,2.0,850,13000000.0,15294.117647058823,3,1
White House Apartments,Delhi NCR,Sector 10 Dwarka,Apartment,3.0,1300,16000000.0,12307.692307692309,3,0
 RWA Chanderpriya Apartments,Delhi NCR,Sector 8 Rohini,Apartment,3.0,1700,16000000.0,9411.764705882353,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2150,25000000.0,11627.906976744185,4,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2150,31500000.0,14651.162790697674,4,1
"Shri Ganesh Apartments,Raj Nagar, Palam,New Delhi",Delhi NCR,Palam,Apartment,3.0,1000,5200000.0,5200.0,3,1
Kiran Garden,Delhi NCR,Uttam Nagar,Apartment,3.0,900,7000000.0,7777.777777777777,3,0
"Zaildar Enclave, Dwarka Mor,New Delhi",Delhi NCR,Dwarka Mor,Apartment,3.0,1000,3000000.0,3000.0,3,1
DLF  Apartment,Delhi NCR,Moti Nagar,Apartment,3.0,1622,30000000.0,18495.684340320593,3,1
"Uttam nagar west, Uttam Nagar,New Delhi",Delhi NCR,Uttam Nagar,Apartment,2.0,650,3600000.0,5538.461538461538,2,0
"Uttam nagar west, Uttam Nagar,New Delhi",Delhi NCR,Uttam Nagar,Apartment,3.0,900,6000000.0,6666.666666666667,3,1
Sector 7 Jasola Vihar RWA,Delhi NCR,Jasola,Apartment,3.0,1800,23000000.0,12777.777777777777,3,1
"Uttam nagar west, Uttam Nagar,New Delhi",Delhi NCR,Uttam Nagar,Apartment,3.0,900,6000000.0,6666.666666666667,3,1
"Kakraula Village, Sector 16B Dwarka,New Delhi",Delhi NCR,Sector 16B Dwarka,Apartment,1.0,1000,1900000.0,1900.0,3,0
"Kakraula Village, Sector 16B Dwarka,New Delhi",Delhi NCR,Sector 16B Dwarka,Apartment,5.0,450,1600000.0,3555.5555555555557,2,0
"Ganesh appertment,Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,1.0,405,1400000.0,3456.7901234567903,2,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2100,25000000.0,11904.761904761905,4,1
"Mehrauli, New Delhi",Delhi NCR,Mehrauli,Apartment,1.0,495,1500000.0,3030.3030303030305,2,1
 Muskaan Apartment,Delhi NCR,Sector 17 Rohini,Apartment,2.0,700,6000000.0,8571.42857142857,2,1
"Classic Apartments CGHS,Sector 12 Dwarka, New Delhi",Delhi NCR,Sector 12 Dwarka,Apartment,2.0,1400,14000000.0,10000.0,3,1
"Chhattarpur Extension, Chhattarpur,New Delhi",Delhi NCR,Chhattarpur,Apartment,2.0,765,2500000.0,3267.97385620915,2,1
Monika Apartment,Delhi NCR,Nangli Sakrawati,Apartment,2.0,580,2200000.0,3793.103448275862,2,1
CGHS Celestial Heights,Delhi NCR,Sector 2 Dwarka,Apartment,4.0,4000,40000000.0,10000.0,5,1
"Sector 24 Rohini, New Delhi",Delhi NCR,Sector 24 Rohini,Apartment,2.0,400,3200000.0,8000.0,2,0
 Manav Vihar Apartments,Delhi NCR,Sector 15 Rohini,Apartment,2.0,1100,13500000.0,12272.727272727272,3,0
"Earth buildtech ,Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,2.0,810,4500000.0,5555.555555555556,3,1
"Kalkaji,Block K, Kalkaji Extension,New Delhi",Delhi NCR,Kalkaji Extension,Apartment,4.0,2000,16000000.0,8000.0,3,1
"Radhe Krishna Apartment,Sector 3 Dwarka, New Delhi",Delhi NCR,Sector 3 Dwarka,Apartment,1.0,320,2000000.0,6250.0,1,0
"Sector 17 Dwarka, New Delhi",Delhi NCR,Sector 17 Dwarka,Apartment,2.0,720,11000000.0,15277.777777777777,2,0
DDA Janta Flat,Delhi NCR,Sector 16B Dwarka,Apartment,1.0,225,1600000.0,7111.111111111111,1,1
"Sector 17 Dwarka, New Delhi",Delhi NCR,Sector 17 Dwarka,Apartment,2.0,720,9000000.0,12500.0,2,0
"Pocket 7, Jasola,New Delhi",Delhi NCR,Jasola,Apartment,2.0,1200,15000000.0,12500.0,3,0
"Rwa santosh park uttam nagar,Uttam nagar west, Bindapur,New Delhi",Delhi NCR,Bindapur,Apartment,2.0,657,3200000.0,4870.6240487062405,2,0
Soochana Apartments,Delhi NCR,Dallupura,Apartment,2.0,1050,10000000.0,9523.809523809523,3,1
Shree Awas Apartment,Delhi NCR,Sector 18 Dwarka,Apartment,2.0,915,12500000.0,13661.20218579235,3,0
Shree Awas Apartment,Delhi NCR,Sector 18 Dwarka,Apartment,2.0,915,12500000.0,13661.20218579235,3,0
Homes Hans Vihar Apartment,Delhi NCR,Sector 13 Rohini,Apartment,3.0,1200,24000000.0,20000.0,3,0
"Sai Heritage ,Sector 15 Dwarka, New Delhi",Delhi NCR,Sector 15 Dwarka,Apartment,3.0,1300,7500000.0,5769.2307692307695,3,0
Triveni Apartments,Delhi NCR,Mayur Vihar,Apartment,3.0,729,11000000.0,15089.163237311386,2,0
"Sector 23 Rohini , New Delhi",Delhi NCR,Sector 23 Rohini,Apartment,2.0,688,5800000.0,8430.232558139534,2,1
"Block 12, Ashok Nagar,New Delhi",Delhi NCR,Ashok Nagar,Apartment,2.0,1000,9500000.0,9500.0,3,1
"RS Builders,New Sarup Nagar, Bhalswa,New Delhi",Delhi NCR,Bhalswa,Apartment,2.0,650,1889999.9999999998,2907.692307692307,2,0
"Raj Nagar, Palam,New Delhi",Delhi NCR,Palam,Apartment,2.0,600,4000000.0,6666.666666666667,2,0
"Vrindavan apartment vipin garden ,Vipin Garden, Dwarka Mor,New Delhi",Delhi NCR,Dwarka Mor,Apartment,3.0,950,4500000.0,4736.8421052631575,3,0
"Part 1, Mayur Vihar,New Delhi",Delhi NCR,Mayur Vihar,Apartment,2.0,980,9200000.0,9387.755102040815,3,1
"Tagore Garden, Tagore Garden Extension,New Delhi",Delhi NCR,Tagore Garden Extension,Apartment,3.0,1200,25000000.0,20833.333333333332,3,0
"Sector 15C, Sector 15 Rohini,New Delhi",Delhi NCR,Sector 15 Rohini,Apartment,2.0,1100,12500000.0,11363.636363636364,3,1
DDA LIG FLATS,Delhi NCR,Bharthal,Apartment,1.0,350,2800000.0,8000.0,1,1
DDA LIG FLATS,Delhi NCR,Bharthal,Apartment,1.0,350,2800000.0,8000.0,1,0
"Sector 23 Rohini , New Delhi",Delhi NCR,Sector 23 Rohini,Apartment,2.0,750,7000000.0,9333.333333333334,2,0
"Fatehpur Beri, New Delhi",Delhi NCR,Fatehpur Beri,Apartment,1.0,450,1500000.0,3333.3333333333335,2,1
"Fatehpur Beri, New Delhi",Delhi NCR,Fatehpur Beri,Apartment,1.0,450,1500000.0,3333.3333333333335,2,0
"Ramesh Park, Laxmi Nagar,New Delhi",Delhi NCR,Laxmi Nagar,Independent House,10.0,5000,26000000.0,5200.0,5,1
"NIrman Vihar, Preet Vihar,New Delhi",Delhi NCR,Preet Vihar,Villa,3.0,1605,24500000.0,15264.797507788162,3,1
Sun City Apartment,Delhi NCR,Sector 15 Rohini,Apartment,3.0,1200,13500000.0,11250.0,3,1
"Jamia Nagar, New Delhi",Delhi NCR,Jamia Nagar,Villa,5.0,1900,80000000.0,42105.26315789474,3,1
"mohan garden,Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Apartment,2.0,675,2900000.0,4296.2962962962965,2,0
DDA Flats,Delhi NCR,Kondli,Apartment,2.0,1000,8000000.0,8000.0,3,0
"CGHS Welcome ,Sewak Park, New Delhi",Delhi NCR,Sewak Park,Apartment,4.0,2500,28200000.0,11280.0,4,1
"Naraina Vihar, Naraina,New Delhi",Delhi NCR,Naraina,Independent House,5.0,1800,92500000.0,51388.88888888889,3,1
Studio Apartment,Delhi NCR,Sector 16B Dwarka,Apartment,2.0,800,4500000.0,5625.0,5,0
"Wazirabad, New Delhi",Delhi NCR,Wazirabad,Apartment,2.0,445,2500000.0,5617.9775280898875,2,0
"Jhulelal Apartment,Gadaipur, DLF Farms,New Delhi",Delhi NCR,DLF Farms,Apartment,3.0,1150,4600000.0,4000.0,3,1
CGHS Janki Apartment,Delhi NCR,Sector 22 Dwarka,Apartment,2.0,1100,12700000.0,11545.454545454546,3,1
"New Kanjanjunga,Sector 23 Dwarka, New Delhi",Delhi NCR,Sector 23 Dwarka,Apartment,3.0,1300,14500000.0,11153.846153846154,3,0
"CGHS DGS Apartment ,Ranjit Vihar-I, Sector 22 Dwarka,New Delhi",Delhi NCR,Sector 22 Dwarka,Apartment,2.0,900,11000000.0,12222.222222222223,3,1
CGHS Green Valley Apartments,Delhi NCR,Sector 22 Dwarka,Apartment,3.0,1500,15500000.0,10333.333333333334,3,0
"Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Independent House,8.0,900,9500000.0,10555.555555555555,3,1
"Standalon,Mangalpuri I, Palam,New Delhi",Delhi NCR,Palam,Apartment,2.0,495,3300000.0,6666.666666666667,2,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1620,18000000.0,11111.111111111111,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,3.0,1850,21500000.0,11621.621621621622,3,1
"DLF Capital Greens 1 and 2,DLE Industrial Area, Kirti Nagar,New Delhi",Delhi NCR,Kirti Nagar,Apartment,3.0,1579,29500000.0,18682.710576314123,3,1
"DLF Capital Greens 1 and 2,DLE Industrial Area, Kirti Nagar,New Delhi",Delhi NCR,Kirti Nagar,Apartment,3.0,1579,29000000.0,18366.05446485117,3,0
"Uttam nagar west, Uttam Nagar,New Delhi",Delhi NCR,Uttam Nagar,Apartment,3.0,1000,6000000.0,6000.0,3,1
"CGHS Mahavir ,Ranjit Vihar-I, Sector 22 Dwarka,New Delhi",Delhi NCR,Sector 22 Dwarka,Apartment,4.0,2200,29000000.0,13181.818181818182,4,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,2.0,1420,14000000.0,9859.154929577464,3,1
"Kamal Pur, Burari,New Delhi",Delhi NCR,Burari,Apartment,2.0,855,2400000.0,2807.0175438596493,3,1
"New Seelampur, Shahdara,New Delhi",Delhi NCR,Shahdara,Apartment,2.0,895,2200000.0,2458.1005586592178,3,1
"Una Enclave, Mayur Vihar Phase 1,New Delhi",Delhi NCR,Mayur Vihar Phase 1,Apartment,3.0,1075,13200000.0,12279.06976744186,3,1
Vikaspuri Luxury Homes,Delhi NCR,Vikaspuri,Apartment,1.0,600,4500000.0,7500.0,2,0
"Mayur Vihar DDA Flats,Part 1, Mayur Vihar,New Delhi",Delhi NCR,Mayur Vihar,Apartment,3.0,1500,17000000.0,11333.333333333334,3,1
 Swami Dayanand,Delhi NCR,Sector 6 Dwarka,Apartment,3.0,1700,22000000.0,12941.176470588236,3,1
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,4.0,2150,25000000.0,11627.906976744185,4,1
"Sector 25 Rohini, New Delhi",Delhi NCR,Sector 25 Rohini,Independent House,2.0,315,4200000.0,13333.333333333334,1,1
Deoasis Silver Arch,Delhi NCR,Sector 16B Dwarka,Apartment,3.0,1200,8200000.0,6833.333333333333,3,0
"Bindapur, New Delhi",Delhi NCR,Bindapur,Independent House,2.0,700,9000000.0,12857.142857142857,2,0
"Vikal Apartment,IP Extension, Patparganj,New Delhi",Delhi NCR,Patparganj,Apartment,3.0,1100,9800000.0,8909.09090909091,3,1
DDA MIG Flats,Delhi NCR,Shalimar Bagh,Apartment,2.0,1250,15900000.0,12720.0,3,1
Sai Kripa Apartment,Delhi NCR,Mehrauli,Apartment,2.0,950,2600000.0,2736.842105263158,3,0
"Atulya Apartments,Sector 18B Dwarka, Sector 18 Dwarka,New Delhi",Delhi NCR,Sector 18 Dwarka,Apartment,3.0,1600,15000000.0,9375.0,3,1
"hari nagar nanakpura,Block WZ, Hari Nagar,New Delhi",Delhi NCR,Hari Nagar,Apartment,3.0,1000,9500000.0,9500.0,3,1
DLF Capital Greens,Delhi NCR,Kirti Nagar,Apartment,3.0,1700,20000000.0,11764.70588235294,3,1
"Number- J4/3,Khirki Extension, New Delhi",Delhi NCR,Khirki Extension,Apartment,2.0,800,3000000.0,3750.0,3,0
Classic Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,2.0,1420,14000000.0,9859.154929577464,3,1
Ashoka Apartments,Delhi NCR,Budh Vihar,Apartment,3.0,1050,7700000.0,7333.333333333333,3,1
Modern Apartments,Delhi NCR,Sector 15 Rohini,Apartment,3.0,1500,19000000.0,12666.666666666666,3,1
DDA MIG Flats,Delhi NCR,Mayur Vihar Phase 3,Apartment,2.0,1000,12500000.0,12500.0,3,0
"Kakraula Village, Sector 16B Dwarka,New Delhi",Delhi NCR,Sector 16B Dwarka,Apartment,3.0,1000,5000000.0,5000.0,3,1
Dwarkadheesh Apartment,Delhi NCR,Sector 12 Dwarka,Apartment,2.0,1000,12000000.0,12000.0,3,1
Netaji Subhash Apartments,Delhi NCR,Sector 13 Dwarka,Apartment,3.0,1800,15500000.0,8611.111111111111,3,1
DDA Om Apartment,Delhi NCR,Sector 14 Dwarka,Apartment,1.0,580,7000000.0,12068.965517241379,2,0
Himgiri Enclave,Delhi NCR,Burari,Apartment,2.0,630,3000000.0,4761.9047619047615,2,0
"ATULYA APARTMENTS,Sector 18A Dwarka, Sector 18 Dwarka,New Delhi",Delhi NCR,Sector 18 Dwarka,Apartment,3.0,1800,17500000.0,9722.222222222223,3,1
"Mahavir Enclave Part 1, Mahavir Enclave,New Delhi",Delhi NCR,Mahavir Enclave,Apartment,2.0,730,3700000.0,5068.493150684932,2,0
Mangla Apartments,Delhi NCR,Kalkaji,Apartment,3.0,1800,19500000.0,10833.333333333334,3,1
The New Priyadarshani Appartment,Delhi NCR,Sector 5 Dwarka,Apartment,4.0,1000,16000000.0,16000.0,3,1
Vaishali Apartments,Delhi NCR,Kalkaji,Apartment,3.0,1350,16500000.0,12222.222222222223,3,1
"Block E, Rajouri Garden,New Delhi",Delhi NCR,Rajouri Garden,Independent House,6.0,4500,90000000.0,20000.0,5,1
"Harnanda,Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Apartment,2.0,650,2600000.0,4000.0,2,0
"Lado sarai ,Kutub Golf Course, Lado Sarai,New Delhi",Delhi NCR,Lado Sarai,Apartment,2.0,650,4000000.0,6153.846153846154,2,1
DDA Akshardham Apartments,Delhi NCR,Sector 19 Dwarka,Apartment,3.0,1000,10800000.0,10800.0,3,0
Mangal Apartment,Delhi NCR,Dallupura,Apartment,2.0,1050,9000000.0,8571.42857142857,3,0
DDA Freedom Fighters Enclave,Delhi NCR,Said-Ul-Ajaib,Apartment,3.0,1215,6600000.0,5432.098765432099,3,1
"R W S,Mehrauli, New Delhi",Delhi NCR,Mehrauli,Apartment,3.0,1000,4550000.0,4550.0,3,0
"Maansorov,Sector 5 Dwarka, New Delhi",Delhi NCR,Sector 5 Dwarka,Apartment,2.0,800,3800000.0,4750.0,4,1
"Kholi Jaina Apartment,Sector 13 Rohini, New Delhi",Delhi NCR,Sector 13 Rohini,Apartment,2.0,645,11200000.000000002,17364.34108527132,2,0
"Maansarovar,Madhu Vihar, New Delhi",Delhi NCR,Madhu Vihar,Apartment,2.0,2500,3700000.0,1480.0,4,1
"Nai Basti, Mehrauli,New Delhi",Delhi NCR,Mehrauli,Apartment,1.0,900,1550000.0,1722.2222222222222,3,1
"Kalyan Vihar, New Delhi",Delhi NCR,Kalyan Vihar,Villa,5.0,2000,35000000.0,17500.0,6,1
Luxmi Devi Apartment,Delhi NCR,Model Town,Apartment,3.0,2403,20000000.0,8322.929671244277,4,1
"noor nagar,Noor Nagar, Jamia Nagar,New Delhi",Delhi NCR,Jamia Nagar,Apartment,2.0,460,2500000.0,5434.782608695652,2,0
"Kailash Colony, Greater Kailash,New Delhi",Delhi NCR,Greater Kailash,Independent House,10.0,5760,105000000.0,18229.166666666668,5,1
"Shalimar Bagh, New Delhi",Delhi NCR,Shalimar Bagh,Apartment,2.0,900,12000000.0,13333.333333333334,3,0
Flats Mayur Vihar Phase 1,Delhi NCR,Mayur Vihar Phase 1,Apartment,2.0,700,9000000.0,12857.142857142857,2,1
"West Punjabi Bagh, Punjabi Bagh,New Delhi",Delhi NCR,Punjabi Bagh,Independent House,5.0,4000,82500000.0,20625.0,1,1
"Jasola HIF Flat, Pocket 9",Delhi NCR,Jasola,Apartment,3.0,1421,20000000.0,14074.595355383533,3,1
"RWA Chittaranjan Park Block K1,Greater Kailash, New Delhi",Delhi NCR,Greater Kailash,Apartment,2.0,950,15500000.0,16315.78947368421,3,1
"J39 NEAR BENI SWEETS LAXMI NAGAR,Laxmi Nagar, New Delhi",Delhi NCR,Laxmi Nagar,Apartment,1.0,200,1900000.0,9500.0,1,0
"Greater Kailash I, New Delhi",Delhi NCR,Greater Kailash I,Independent House,7.0,7500,130000000.0,17333.333333333332,1,1
"Greater Kailash I, New Delhi",Delhi NCR,Greater Kailash I,Independent House,7.0,7500,130000000.0,17333.333333333332,2,1
Vindhya Shree Apartment,Delhi NCR,Burari,Apartment,2.0,700,3800000.0,5428.571428571428,2,1
"Sterling apartment Neb Sarai,Neb Sarai, New Delhi",Delhi NCR,Neb Sarai,Apartment,2.0,400,3100000.0,7750.0,2,1
"Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Independent House,2.0,486,3300000.0,6790.123456790124,2,1
"Wazirabad, New Delhi",Delhi NCR,Wazirabad,Apartment,3.0,5000,7500000.0,1500.0,5,1
"Sector 16E, Sector 16 Rohini,New Delhi",Delhi NCR,Sector 16 Rohini,Villa,3.0,280,7000000.0,25000.0,1,1
"Kamp Dwarka Convention,Sector 28 Dwarka, New Delhi",Delhi NCR,Sector 28 Dwarka,Apartment,1.0,425,3300000.0,7764.705882352941,2,0
"Kamp Dwarka Convention,Sector 28 Dwarka, New Delhi",Delhi NCR,Sector 28 Dwarka,Apartment,1.0,425,3300000.0,7764.705882352941,2,1
Sector 7 Jasola Vihar RWA,Delhi NCR,Jasola,Apartment,3.0,1200,18000000.0,15000.0,3,1
"Block BD, Munirka,New Delhi",Delhi NCR,Munirka,Independent House,10.0,1800,80000000.0,44444.444444444445,3,1
"DDA Flats Mayur Vihar,Mayur Vihar Phase 3, New Delhi",Delhi NCR,Mayur Vihar Phase 3,Apartment,4.0,1350,18500000.0,13703.703703703704,3,1
Sukhdev Vihar Pocket A,Delhi NCR,Sukhdev Vihar,Apartment,3.0,900,13500000.0,15000.0,3,0
"Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Apartment,2.0,513,2600000.0,5068.2261208577,2,0
"West Punjabi Bagh, Punjabi Bagh,New Delhi",Delhi NCR,Punjabi Bagh,Independent House,6.0,5400,110000000.0,20370.37037037037,5,1
"Vikashpuri Extension, Tilak Nagar,New Delhi",Delhi NCR,Tilak Nagar,Apartment,3.0,990,8500000.0,8585.858585858587,3,0
"Golf Link Apartment Sector 23B,Sector 23 Dwarka, New Delhi",Delhi NCR,Sector 23 Dwarka,Apartment,1.0,410,2150000.0,5243.90243902439,2,1
Gh6 DDA JANTA Flat,Delhi NCR,Paschim Vihar,Apartment,1.0,500,3500000.0,7000.0,2,1
"Bamdoli village,Sector 28 Dwarka, New Delhi",Delhi NCR,Sector 28 Dwarka,Apartment,2.0,891,7500000.0,8417.508417508418,3,0
"Greater Kailash, New Delhi",Delhi NCR,Greater Kailash,Apartment,2.0,1100,17000000.0,15454.545454545454,3,1
"Affordable housing ,Bharthal, New Delhi",Delhi NCR,Bharthal,Apartment,3.0,1600,6200000.0,3875.0,3,1
Victoria Gardens,Delhi NCR,Ashok Vihar,Apartment,4.0,3485,55000000.0,15781.922525107604,6,1
Gulmohar Enclave,Delhi NCR,Gulmohar Park,Apartment,5.0,1500,30000000.0,20000.0,3,1
"C 361,Sector 23 Dwarka, New Delhi",Delhi NCR,Sector 23 Dwarka,Apartment,2.0,900,3800000.0,4222.222222222223,3,1
"Raju park,Block E, Sainik Farm,New Delhi",Delhi NCR,Sainik Farm,Villa,10.0,2700,9500000.0,3518.5185185185187,4,1
"Vijay Vihar Phase II, Sector 4 Rohini,New Delhi",Delhi NCR,Sector 4 Rohini,Independent House,4.0,1400,13000000.0,9285.714285714286,3,1
no - na,Delhi NCR,Mayur Vihar Phase 3,Apartment,2.0,950,8800000.0,9263.157894736842,3,1
Buildsworth Premium Designer Floors by Buildsworth Builders,Delhi NCR,Krishna Nagar,Apartment,3.0,714,13000000.0,18207.282913165265,2,0
"Pocket B, Sidhartha Nagar,New Delhi",Delhi NCR,Sidhartha Nagar,Apartment,3.0,1340,8000000.0,5970.149253731343,3,1
Lakshman Dwar Gujranwala Town,Delhi NCR,Gujranwala Town,Independent House,5.0,2800,85000000.0,30357.14285714286,4,1
"C Block, Preet Vihar,New Delhi",Delhi NCR,Preet Vihar,Apartment,3.0,1125,17000000.0,15111.111111111111,3,1
"Sector 11F, Sector 11 Rohini,New Delhi",Delhi NCR,Sector 11 Rohini,Independent House,7.0,5805,32500000.0,5598.621877691645,5,1
"Mohan Garden, Razapur Khurd,New Delhi",Delhi NCR,Razapur Khurd,Apartment,3.0,900,3700000.0,4111.111111111111,3,1
Shakuntala Apartments,Delhi NCR,Mundka,Apartment,2.0,670,2200000.0,3283.582089552239,2,0
"D D A Flat ,Sector 5, Dakshinpuri,New Delhi",Delhi NCR,Dakshinpuri,Apartment,2.0,645,3500000.0,5426.356589147287,2,0
"Sant Nagar, New Delhi",Delhi NCR,Sant Nagar,Apartment,2.0,558,2500000.0,4480.286738351255,2,0
"Sant Nagar, New Delhi",Delhi NCR,Sant Nagar,Apartment,2.0,558,2500000.0,4480.286738351255,2,1
